category,amt,gender,dob,transaction_hour,is_fraud
6,255.24,0,50,21,1
12,1057.1,0,93,23,1
8,832.55,0,86,22,1
9,7.59,0,58,22,1
4,295.85,1,49,0,1
6,15.87,0,39,12,0
10,19.17,0,37,16,1
11,1009.4,1,60,22,1
2,60.6,0,68,8,0
9,6.43,0,46,3,1
12,1133.39,1,23,23,1
4,328.18,0,65,16,1
9,741.78,0,77,8,0
4,216.2,0,39,11,0
6,30.3,0,47,12,0
11,1042.19,1,67,22,1
8,847.22,0,63,21,1
2,10.59,1,59,2,1
2,9.15,0,70,3,1
5,21.97,0,88,22,1
11,1029.83,1,54,23,1
8,1.06,1,49,8,0
12,925.49,1,47,22,1
12,977.45,1,61,22,1
4,314.39,1,43,3,1
4,309.2,1,85,3,1
6,443.25,1,52,22,1
5,24.78,0,46,23,1
7,24.41,0,50,20,0
12,6.52,0,52,22,0
3,30.49,0,32,2,0
8,13.01,0,45,5,0
11,839.65,1,95,23,1
4,283.96,1,90,0,1
4,310.39,1,36,0,1
0,589.11,0,65,23,1
3,13.6,1,87,1,1
9,9.73,1,49,19,0
9,3.12,1,58,6,0
6,155.92,1,49,12,0
2,9.21,0,22,3,1
6,268.44,0,37,22,1
1,165.01,1,74,1,0
8,807.62,1,69,22,1
2,8.02,0,86,1,1
8,764.92,1,62,23,1
11,4.77,0,48,22,0
9,6.94,0,66,4,0
12,8.08,0,54,6,0
11,1077.27,1,33,22,1
11,1059.78,1,35,23,1
4,312.6,1,60,5,1
13,7.16,0,53,13,0
1,90.48,1,61,23,0
7,19.68,0,38,16,1
8,766.14,0,54,22,1
5,26.12,1,35,15,0
4,323.37,1,80,0,1
11,1174.24,1,57,22,1
13,9.03,0,45,15,0
5,5.61,1,67,13,0
6,3.63,0,33,16,0
12,1032.63,0,89,23,1
8,922.33,1,56,17,1
2,69.09,0,44,2,0
4,142.81,0,38,7,0
12,913.21,1,71,22,1
2,13.96,0,33,0,1
2,65.95,1,80,8,0
12,2.76,1,68,10,0
6,39.88,0,52,12,0
8,826.63,0,66,22,1
12,794.74,0,32,1,1
13,11.12,0,25,16,1
7,13.12,0,42,16,0
10,117.02,0,74,23,0
12,916.58,0,27,23,1
11,43.78,0,44,18,0
0,5.29,1,44,15,0
1,19.93,0,39,14,0
8,34.34,1,31,0,0
11,1204.67,0,22,22,1
12,805.72,1,55,19,1
4,107.78,1,84,8,0
2,7.86,0,25,5,1
9,163.98,0,46,20,0
6,272.17,0,28,23,1
8,2.05,1,27,20,0
6,274.6,0,44,22,1
7,21.23,0,45,19,1
7,83.89,1,76,13,0
12,811.63,0,59,22,1
2,11.7,1,37,2,1
10,47.29,0,61,22,1
11,1116.11,1,31,14,1
12,907.51,1,70,23,1
4,302.59,0,55,3,1
11,7.84,0,50,12,0
3,29.53,1,29,2,0
9,4.06,0,24,23,0
10,59.84,1,79,20,0
7,28.99,0,91,19,0
11,958.42,1,36,23,1
11,97.69,1,36,3,0
4,281.71,1,47,1,1
4,348.31,0,71,0,1
11,985.65,0,29,2,1
1,120.36,0,35,1,1
8,707.5,0,81,22,1
13,5.16,1,54,18,0
4,347.36,0,59,22,1
4,321.12,1,28,2,1
8,751.78,0,65,23,1
11,1004.99,1,58,23,1
11,463.28,0,35,16,0
4,311.92,1,40,0,1
11,940.16,0,64,23,1
6,133.12,0,77,16,0
9,6.03,0,48,14,0
1,11.15,1,17,16,0
2,97.79,0,50,4,0
8,8.36,1,25,13,0
4,379.57,0,34,5,1
1,233.88,0,61,12,0
4,287.55,1,31,0,1
12,3.04,0,68,6,0
4,289.34,0,27,0,1
5,74.39,1,44,12,0
12,9.09,1,69,3,0
8,858.03,1,34,22,1
13,10.62,0,40,22,1
7,30.36,0,66,22,0
13,6.41,1,60,22,1
12,1.24,0,34,16,0
8,666.73,0,36,2,1
12,72.45,0,34,23,0
4,284.12,1,31,2,1
12,965.64,0,65,23,1
0,33.78,0,42,12,0
7,41.67,1,42,21,0
9,800.91,0,34,2,1
10,44.19,1,65,13,0
9,6.65,1,71,22,1
0,111.37,0,87,13,0
4,269.66,1,77,3,1
8,765.47,0,48,2,1
2,50.09,1,71,4,0
7,89.59,1,59,22,0
2,57.88,0,60,8,0
12,640.43,1,40,23,1
2,80.23,0,37,0,0
2,12.02,0,50,1,1
11,986.43,1,49,23,1
6,372.73,1,63,22,1
11,1073.81,0,60,23,1
11,1006.38,1,44,22,1
2,11.79,1,63,3,1
11,1067.49,1,27,23,1
4,295.9,1,29,1,1
9,7.64,1,33,22,1
9,11.92,0,31,9,0
4,291.98,1,33,0,1
8,711.32,1,67,23,1
12,25.32,1,58,3,0
4,301.01,0,62,2,1
10,1.65,0,80,14,0
5,146.76,0,82,20,0
10,9.0,1,56,16,0
12,3.97,1,38,13,0
4,49.41,1,37,3,0
3,38.16,1,33,6,0
4,145.48,1,83,4,0
4,95.69,1,28,9,0
5,18.79,1,29,22,1
11,1090.18,1,40,22,1
4,304.1,1,35,1,1
4,334.34,0,60,1,1
11,986.82,1,53,22,1
12,130.79,1,47,4,0
8,709.43,1,38,23,1
11,863.97,1,56,15,1
11,1170.83,0,25,17,1
4,321.16,0,34,3,1
11,965.21,0,68,23,1
11,944.59,0,34,1,1
2,18.19,1,83,3,1
10,47.69,0,68,23,0
0,554.94,0,32,1,1
8,741.88,1,51,23,1
8,11.58,0,64,11,0
12,4.92,1,64,9,0
6,26.48,0,28,23,0
8,870.82,1,81,22,1
9,6.74,1,63,3,0
4,327.01,1,81,1,1
13,1.88,1,58,14,0
8,8.77,0,46,7,0
4,279.22,1,62,23,1
2,20.49,1,73,6,1
4,314.13,1,77,22,1
4,360.25,1,59,22,1
4,270.59,1,48,0,1
11,1139.15,0,62,20,1
12,1234.22,1,22,12,1
8,857.67,0,33,2,1
8,11.13,0,82,3,0
0,92.14,0,38,12,0
9,12.77,0,29,5,0
12,798.71,1,53,23,1
11,1084.29,1,40,23,1
6,42.44,1,98,16,0
7,1.04,0,37,16,0
8,752.56,1,62,23,1
5,2.7,0,52,18,0
4,123.58,0,86,7,0
11,1031.18,1,24,22,1
8,781.06,1,25,23,1
0,76.91,0,25,20,0
4,333.29,1,49,1,1
2,10.73,0,30,7,1
10,15.62,0,56,20,0
1,28.05,0,31,14,0
12,7.85,1,29,12,0
5,1.09,1,69,23,0
2,10.24,1,28,2,1
4,346.6,0,90,1,1
2,17.72,1,90,3,1
4,358.04,0,39,5,1
12,121.54,1,44,21,0
2,10.42,1,26,5,1
4,322.96,1,48,23,1
12,5.08,1,32,16,0
12,710.12,1,44,23,1
3,48.54,1,42,7,0
2,40.02,0,68,2,0
2,49.48,0,43,4,0
5,39.75,1,65,15,0
9,1.45,0,27,18,0
0,623.5,1,80,23,1
8,8.44,0,27,12,0
1,4.69,0,31,19,0
4,305.1,0,86,7,1
8,847.19,0,93,23,1
0,58.19,1,55,18,0
11,980.06,1,25,22,1
6,16.65,0,67,18,0
6,14.21,1,76,20,0
5,19.38,0,44,23,1
0,565.42,0,45,2,1
4,342.42,0,72,1,1
11,976.64,1,51,23,1
11,1045.92,1,61,22,1
9,7.19,0,44,8,1
7,1.78,1,52,19,0
11,1142.66,1,58,23,1
4,317.21,1,36,3,1
11,994.77,0,70,16,1
2,7.82,1,41,3,1
10,61.76,0,38,17,0
6,215.28,0,48,22,1
8,5.13,1,52,8,0
11,7.46,1,38,15,0
10,38.86,1,29,19,0
5,9.59,1,84,13,0
8,776.27,1,54,23,1
2,57.48,0,22,6,0
11,89.45,0,45,23,0
12,6.97,1,68,5,0
8,868.37,0,70,12,1
4,282.17,1,26,1,1
12,120.26,1,28,19,0
12,780.14,0,46,18,1
0,36.14,1,56,13,0
11,1121.05,1,52,23,1
10,16.5,0,34,23,1
5,43.32,1,33,13,0
4,320.24,0,92,0,1
12,798.82,0,30,1,1
8,876.32,0,46,7,1
4,292.32,0,23,3,1
5,9.99,0,38,16,0
0,193.77,1,67,0,0
10,73.84,0,54,12,0
3,65.16,0,80,3,0
12,741.09,0,18,21,1
7,48.63,1,57,20,0
11,1058.01,1,35,23,1
10,18.1,0,25,13,0
8,825.33,1,41,2,1
11,1009.3,0,27,17,1
9,29.65,1,23,18,0
12,3.32,0,41,23,0
11,1141.09,0,45,2,1
11,4.92,1,23,19,0
2,10.86,0,31,2,1
11,8.16,1,52,17,0
11,868.0,0,18,22,1
9,17.12,0,38,0,0
1,115.73,0,28,13,1
11,1262.19,1,25,23,1
11,966.17,0,22,22,1
6,49.59,0,44,20,0
4,305.28,1,82,14,1
2,58.83,1,23,9,0
4,371.94,0,39,2,1
6,285.39,0,37,23,1
12,6.7,0,55,6,0
4,103.32,1,62,6,0
12,394.12,0,39,22,0
9,8.0,0,55,23,1
5,15.8,0,44,18,0
7,54.53,0,49,23,0
0,189.7,0,52,22,0
5,17.29,0,28,22,1
11,5.73,0,46,23,0
5,24.45,0,53,21,1
4,279.34,0,79,23,1
12,111.14,0,67,5,0
6,10.35,0,53,20,0
2,78.94,1,29,6,0
2,8.62,1,42,2,1
8,777.94,1,42,20,1
9,49.41,0,72,22,1
7,21.46,0,45,23,1
4,312.6,1,40,23,1
11,8.12,0,51,22,0
4,305.37,1,43,3,1
2,49.64,0,48,5,0
7,52.65,1,36,19,0
6,83.99,1,50,17,0
4,67.12,1,43,6,0
0,63.09,1,23,23,0
8,10.93,0,27,19,0
3,61.45,0,44,1,0
1,25.07,0,25,14,0
8,22.19,0,71,4,0
2,70.45,0,82,8,0
8,986.16,0,91,22,1
8,656.66,1,45,22,1
11,5.39,0,56,7,0
7,29.15,1,34,16,0
11,1083.8,1,51,22,1
1,11.87,1,44,13,0
8,803.68,1,37,3,1
2,64.91,1,46,6,0
1,49.9,0,83,14,0
13,11.62,1,33,13,1
4,334.28,0,23,1,1
7,46.46,0,32,21,0
11,943.64,1,27,22,1
11,2.79,1,45,16,0
3,53.68,1,43,0,0
12,138.33,1,49,11,0
3,17.37,0,61,1,1
5,20.64,0,38,22,1
4,299.49,0,26,1,1
2,73.69,1,76,7,0
1,111.58,1,53,0,0
0,69.5,1,44,12,0
6,152.73,0,58,22,0
4,275.59,1,48,3,1
6,236.0,0,30,16,1
4,331.19,0,24,3,1
5,1.4,1,66,14,0
6,67.71,1,40,23,0
1,65.43,1,74,1,0
11,1062.13,0,52,23,1
2,60.13,0,52,6,0
4,309.43,1,29,22,1
8,806.92,0,46,3,1
12,990.96,0,51,2,1
4,323.13,0,86,0,1
0,535.22,0,30,4,1
12,748.73,1,61,22,1
10,20.98,0,31,23,1
2,10.06,1,41,1,1
1,24.12,0,46,18,0
11,961.2,1,56,23,1
11,1001.16,1,37,14,1
12,9.62,1,57,7,0
4,350.42,0,50,3,1
4,351.11,1,61,22,1
7,52.89,0,51,18,0
3,31.88,1,33,2,0
12,715.07,1,29,22,1
1,6.52,0,36,17,0
11,138.34,1,67,8,0
1,133.43,0,47,23,1
10,60.02,0,52,20,0
11,856.78,1,58,23,1
4,287.93,1,50,23,1
3,68.93,0,37,2,0
10,61.21,0,54,16,0
3,72.82,0,52,3,0
11,957.29,0,73,22,1
0,81.44,1,33,21,0
2,10.23,0,46,0,1
11,9.12,0,61,4,0
8,8.66,0,46,18,0
11,1182.65,0,26,23,1
12,7.44,0,58,7,0
6,75.35,1,47,21,0
1,5.19,1,22,23,0
2,49.42,1,77,0,0
4,202.24,0,38,9,0
7,54.67,1,31,17,0
12,1029.47,0,34,11,1
4,226.34,0,39,7,0
11,839.06,0,59,22,1
4,325.7,0,36,1,1
4,304.75,1,36,2,1
6,248.95,0,43,23,1
8,798.46,1,21,3,1
10,20.96,0,46,22,1
2,9.84,1,81,1,1
0,519.54,0,28,23,1
1,124.27,0,45,19,1
11,28.33,0,56,3,0
12,884.02,1,33,23,1
12,2.82,1,65,1,0
12,938.98,1,47,21,1
8,918.23,1,60,22,1
2,68.0,0,34,3,0
4,337.67,1,69,0,1
4,114.13,1,56,0,0
7,57.99,0,38,22,0
4,336.28,0,54,2,1
8,798.67,1,23,5,1
11,907.36,0,59,22,1
12,964.94,0,65,22,1
2,17.86,0,55,11,1
11,1.77,0,44,12,0
7,14.6,0,32,14,0
11,51.27,0,25,13,0
6,260.26,0,49,23,1
8,3.43,0,44,5,0
4,69.08,1,32,6,0
4,287.62,1,33,0,1
1,7.99,0,27,12,0
8,32.88,1,36,6,0
2,74.58,1,25,11,0
11,870.95,1,47,14,1
4,89.19,1,65,5,0
10,29.15,0,49,21,0
8,823.65,1,53,22,1
2,9.04,0,25,7,1
10,19.22,0,34,15,1
4,127.91,1,62,2,0
8,841.63,0,71,22,1
5,5.98,1,69,23,0
4,337.13,0,49,0,1
4,280.48,1,32,1,1
9,7.21,1,55,18,1
8,757.87,1,40,2,1
11,84.16,0,38,21,0
12,827.78,0,68,15,1
0,15.64,1,33,17,0
12,2.68,0,37,22,0
0,536.59,0,48,22,1
9,60.36,0,63,1,0
7,30.22,1,55,13,0
10,44.79,0,50,13,0
5,166.14,0,83,18,0
5,19.18,0,54,17,0
12,1084.53,1,82,22,1
8,770.58,1,60,22,1
8,15.15,0,96,9,0
11,1.04,0,36,18,0
10,22.66,1,35,23,1
4,347.3,0,18,3,1
9,32.96,0,83,3,0
4,300.98,1,54,6,1
12,9.09,0,38,16,0
10,35.11,0,49,22,0
12,656.0,0,50,1,1
11,961.46,0,61,23,1
9,9.07,1,51,21,1
9,5.35,0,76,3,0
5,18.44,0,37,16,1
11,1031.32,1,36,14,1
2,72.29,0,61,8,0
3,61.92,0,37,9,0
4,108.78,1,29,11,0
11,1205.19,0,56,22,1
13,9.25,0,64,22,1
4,328.68,1,49,3,1
3,34.64,1,25,10,0
9,6.78,0,27,23,1
0,544.79,0,34,22,1
9,36.22,1,49,0,0
0,7.16,1,63,7,0
13,6.88,1,44,19,0
2,76.66,1,81,11,0
12,9.14,0,73,6,0
0,50.84,0,27,12,0
8,929.5,1,23,0,1
12,5.22,1,35,21,0
11,1020.79,1,52,22,1
12,4.87,0,42,18,0
12,867.76,0,26,23,1
0,14.7,0,30,22,0
2,60.55,0,46,4,0
10,8.53,1,90,14,0
1,4.88,0,24,23,0
9,809.78,0,36,0,1
2,9.34,1,48,2,1
4,300.19,0,71,20,1
8,845.65,1,36,22,1
10,1.54,0,48,22,0
6,78.65,1,36,16,0
11,932.51,0,62,23,1
13,2.93,1,74,13,0
5,4.01,0,37,22,0
4,87.16,0,21,14,0
6,70.77,1,83,16,0
1,5.15,0,36,18,0
2,13.32,1,37,0,1
2,68.22,1,36,2,0
6,239.16,1,38,23,1
12,830.56,0,59,22,1
9,49.96,1,55,23,1
4,77.97,1,84,4,0
11,7.39,1,34,21,0
8,751.26,1,56,23,1
7,21.84,0,33,23,1
6,3.35,1,59,12,0
11,987.73,1,76,22,1
8,152.19,0,32,11,0
0,4.62,0,18,15,0
4,93.49,0,59,3,0
1,128.06,0,37,2,1
4,341.59,0,50,2,1
2,19.38,0,71,2,1
4,23.91,1,46,2,0
4,338.66,0,22,2,1
11,1.51,0,46,22,0
10,21.73,0,83,22,1
8,768.12,0,60,23,1
11,967.43,0,73,22,1
4,104.23,1,49,0,0
7,26.84,1,39,18,0
6,89.84,1,40,23,0
7,51.75,1,29,12,0
6,356.59,0,56,23,1
5,118.28,0,60,16,0
5,22.85,0,39,22,1
4,368.08,1,61,23,1
12,961.01,0,63,12,1
11,951.86,0,88,22,1
7,50.6,1,44,15,0
11,895.02,1,27,23,1
5,15.35,0,57,23,0
5,17.85,1,53,14,0
0,12.78,0,32,21,0
6,47.89,1,35,21,0
4,315.05,0,73,4,1
4,262.04,0,52,3,1
2,50.47,0,77,7,0
12,100.41,1,67,1,0
11,1050.84,1,45,22,1
2,72.87,1,41,3,0
4,279.59,0,25,10,1
11,969.63,0,33,2,1
11,939.95,0,72,20,1
13,2.13,0,55,14,1
2,59.41,0,50,4,0
11,893.85,1,89,23,1
8,777.44,1,22,22,1
2,9.21,1,84,3,1
4,352.15,0,28,3,1
12,922.35,0,27,22,1
11,855.14,1,32,22,1
12,5.72,0,46,18,0
9,3.38,0,36,12,0
1,1.52,1,62,13,0
8,805.32,0,18,22,1
1,29.54,0,42,18,0
2,51.2,1,32,3,0
4,287.69,1,32,3,1
8,748.8,0,54,22,1
12,6.8,1,28,16,0
4,317.33,0,61,1,1
12,910.37,1,83,23,1
9,14.56,1,50,19,0
2,53.38,1,68,11,0
11,1107.96,1,22,23,1
10,5.27,0,83,19,0
13,3.48,0,58,12,0
11,1096.03,0,61,23,1
10,8.93,0,30,23,0
10,9.15,0,22,21,0
2,43.2,0,27,6,0
2,73.99,0,43,5,0
4,219.48,0,32,6,0
10,110.57,0,67,20,0
12,3.87,0,86,9,0
4,126.03,0,86,6,0
8,697.52,0,93,23,1
11,2.63,1,66,4,0
4,196.11,0,29,9,0
13,11.08,1,26,22,1
6,109.39,1,42,18,0
8,740.34,1,46,22,1
4,331.56,1,61,23,1
1,60.79,0,30,23,0
3,45.59,1,31,11,0
1,152.86,0,47,17,0
6,32.41,0,32,12,0
11,1055.28,1,56,22,1
11,6.45,1,69,0,0
6,56.34,0,38,21,0
11,871.92,1,77,22,1
11,1006.25,0,64,22,1
12,878.13,1,55,23,1
2,8.73,0,62,0,1
10,121.83,1,46,14,0
3,49.96,1,35,4,0
12,1001.85,0,34,22,1
2,94.22,1,40,9,0
11,90.49,1,22,19,0
7,70.89,1,38,16,0
12,1009.0,0,79,23,1
6,94.91,1,47,19,0
0,574.19,1,80,23,1
9,872.53,0,35,5,1
9,37.45,1,33,9,0
4,311.93,1,56,0,1
11,891.97,1,21,22,1
6,15.14,1,74,22,0
2,63.31,1,61,7,0
1,1.66,0,25,23,0
8,802.56,0,26,23,1
7,19.21,0,50,23,1
2,11.93,0,58,1,1
11,2.85,1,43,14,0
1,37.29,0,44,12,0
12,2.39,1,49,14,0
10,84.73,1,67,21,0
2,13.17,1,44,2,1
6,119.06,0,30,13,0
12,338.61,0,44,16,0
3,19.69,1,25,10,0
10,115.74,0,41,19,0
10,19.94,0,94,22,1
2,7.98,1,38,6,1
2,12.4,0,24,6,1
7,98.71,0,41,22,0
1,116.45,0,50,23,1
8,796.81,0,27,1,1
4,263.15,0,25,2,1
10,27.59,1,58,15,0
3,53.24,1,32,3,0
1,11.72,0,57,21,0
4,323.64,0,59,1,1
2,81.45,0,96,11,0
11,1039.27,0,35,1,1
9,8.97,0,25,23,1
7,152.83,1,70,17,0
9,726.63,0,39,0,1
11,95.07,1,80,10,0
12,2.91,0,30,13,0
0,541.87,0,66,23,1
2,79.23,0,35,11,0
2,16.5,1,68,2,1
2,55.61,1,37,0,0
10,72.15,1,52,13,0
1,12.3,1,42,18,0
11,1267.18,1,74,22,1
10,8.91,0,46,18,0
11,1077.64,0,72,22,1
7,78.03,1,61,22,0
11,902.81,0,91,23,1
4,330.54,0,86,2,1
11,956.44,0,54,23,1
11,1004.6,1,83,21,1
7,8.04,0,72,21,0
11,1070.36,0,67,22,1
6,64.53,1,44,21,0
2,47.66,1,47,2,0
4,298.93,1,52,1,1
4,290.52,1,45,3,1
2,58.72,1,25,10,0
11,29.39,0,58,2,0
0,637.33,1,56,20,1
4,299.5,0,70,0,1
13,5.56,0,23,21,0
4,319.27,1,63,23,1
7,91.4,0,62,19,0
7,21.58,0,37,23,1
12,1002.29,1,81,22,1
11,853.8,1,49,22,1
1,110.19,0,49,23,1
0,387.41,0,79,22,1
4,337.56,0,50,1,1
0,68.33,1,41,21,0
4,208.13,0,36,11,0
11,859.91,1,46,22,1
8,739.17,1,52,22,1
4,117.08,1,65,7,0
11,1.84,0,59,3,0
2,71.89,1,55,6,0
9,858.02,0,36,3,1
3,49.57,1,46,0,0
6,68.74,1,42,12,0
4,277.45,1,38,0,1
7,50.85,0,44,19,0
11,1027.22,0,62,17,1
6,53.56,1,55,16,0
2,78.11,0,32,8,0
5,77.26,1,42,19,0
6,223.56,0,44,22,1
12,992.13,1,86,22,1
8,678.99,1,44,16,1
10,49.22,1,57,22,1
8,802.85,0,48,0,1
8,746.54,0,25,3,1
11,1053.08,0,26,22,1
4,179.56,0,41,1,0
8,750.82,1,84,22,1
1,12.25,0,32,20,0
4,360.54,0,81,22,1
8,6.06,0,49,8,0
9,8.99,0,62,7,0
4,301.73,0,54,2,1
0,641.34,1,66,22,1
0,171.84,0,51,23,0
2,9.17,1,52,1,1
11,1029.02,1,60,22,1
6,8.59,0,52,23,0
13,8.43,0,62,17,0
8,849.21,1,38,0,1
11,861.79,0,66,22,1
10,52.83,1,63,22,1
2,12.87,0,86,2,1
4,310.9,0,62,23,1
12,5.55,0,49,13,0
2,9.5,1,48,9,1
4,300.59,1,31,1,1
8,2.63,1,89,4,0
12,1004.83,0,83,14,1
11,970.36,1,84,22,1
11,971.53,0,29,3,1
4,324.06,1,44,2,1
12,5.21,1,37,14,0
11,1012.54,1,23,23,1
4,284.58,0,26,0,1
11,983.46,0,68,23,1
2,41.95,0,35,0,0
0,3.14,1,49,13,0
12,730.78,1,83,22,1
7,27.48,0,23,18,0
0,86.42,0,36,21,0
2,59.61,0,50,1,0
4,138.36,1,52,7,0
11,1.14,0,38,20,0
7,20.57,0,50,23,1
8,773.54,1,56,22,1
10,61.96,0,34,22,0
11,940.76,1,53,22,1
8,36.45,1,55,1,0
2,68.65,0,50,6,0
6,72.89,1,55,14,0
11,37.1,0,47,19,0
5,5.69,1,27,17,0
7,56.76,0,38,23,0
0,36.73,1,72,2,0
11,963.63,0,51,1,1
4,103.83,1,58,10,0
1,33.02,1,56,12,0
11,995.57,1,74,22,1
10,75.2,1,43,17,0
11,13.4,1,45,17,0
13,2.78,0,61,23,1
4,300.43,0,74,3,1
11,997.49,0,32,0,1
10,68.04,0,90,18,0
5,48.25,0,45,12,0
4,317.33,1,53,1,1
2,12.44,0,64,0,1
6,259.05,0,35,23,1
13,2.97,1,72,16,0
2,6.78,1,56,1,1
0,263.09,0,38,19,0
4,264.87,1,38,0,1
4,312.62,0,23,1,1
11,964.77,1,40,23,1
9,5.66,0,95,0,0
11,987.0,1,80,17,1
7,62.84,1,53,15,0
11,4.63,1,80,4,0
12,1221.91,1,26,23,1
1,4.5,0,23,15,0
4,190.73,0,38,3,0
3,45.55,1,37,3,0
2,7.65,1,59,3,1
11,1174.44,1,35,22,1
1,11.63,1,21,21,0
11,1048.75,1,82,22,1
8,930.15,1,27,3,1
12,864.7,1,46,22,1
4,297.95,0,58,1,1
6,31.95,1,53,20,0
0,61.87,0,24,15,0
4,269.76,0,23,2,1
10,69.84,0,29,18,0
3,15.61,1,53,1,1
8,123.28,1,19,18,0
12,192.26,0,23,20,0
0,91.72,0,70,16,0
11,2.92,0,66,9,0
4,111.24,0,31,3,0
7,47.4,0,31,17,0
2,7.86,1,25,0,1
6,77.36,1,80,16,0
2,75.32,0,35,6,0
3,16.19,0,53,2,1
4,65.45,1,33,10,0
11,1.55,0,42,18,0
4,37.91,1,50,3,0
12,972.15,0,66,22,1
3,15.83,1,57,3,1
4,321.16,1,80,1,1
0,441.28,0,61,23,1
11,1082.07,0,25,23,1
12,810.62,1,31,22,1
8,169.64,0,46,15,0
7,41.48,0,63,17,0
4,350.79,0,36,1,1
9,2.21,0,22,13,0
4,116.83,0,93,4,0
4,312.63,1,39,2,1
4,37.35,1,49,9,0
11,1071.12,0,49,3,1
4,352.72,0,36,3,1
3,17.8,0,25,0,1
1,119.12,0,66,3,0
8,743.89,0,91,23,1
11,809.08,1,36,22,1
7,163.19,1,57,16,0
4,283.61,1,30,0,1
5,72.9,1,46,19,0
1,163.69,0,64,8,0
4,324.86,1,53,23,1
8,857.69,0,54,23,1
8,10.46,0,75,2,0
5,21.37,0,77,23,1
2,54.79,1,55,11,0
12,789.46,1,64,23,1
2,39.25,1,57,9,0
6,57.51,0,55,19,0
12,876.6,1,48,22,1
8,719.92,1,67,12,1
11,3.73,0,38,21,0
13,12.36,1,95,21,1
13,9.67,1,55,16,0
2,75.93,1,72,3,0
11,47.03,1,42,14,0
13,6.62,0,48,12,0
7,48.59,1,40,23,0
6,98.95,1,62,12,0
11,1001.99,0,38,3,1
4,48.65,1,38,11,0
6,14.95,1,57,16,0
12,751.85,0,45,8,1
12,4.27,1,47,12,0
8,777.75,0,53,23,1
6,241.43,0,37,22,1
11,997.62,1,62,21,1
6,219.11,0,50,22,1
4,102.53,1,46,10,0
3,25.92,1,37,7,0
1,95.52,1,63,23,1
11,90.76,1,48,8,0
3,42.85,1,44,10,0
11,1191.33,1,41,23,1
8,62.94,0,37,2,0
7,33.47,0,41,23,0
11,930.92,0,25,23,1
7,68.46,0,83,19,0
11,1116.14,0,68,23,1
12,768.58,1,52,22,1
12,1.63,1,37,17,0
12,8.21,0,41,21,0
12,170.42,0,26,16,0
10,18.15,1,80,17,0
7,19.51,0,18,23,1
0,59.87,0,86,20,0
8,110.13,1,40,11,0
8,6.33,0,24,15,0
13,100.19,1,78,23,0
12,1002.39,1,88,22,1
10,1.87,1,84,12,0
12,4.14,0,50,17,0
10,8.27,0,75,18,0
4,334.72,0,70,1,1
0,74.89,0,49,16,0
13,145.05,0,60,19,0
6,84.95,1,38,18,0
5,15.86,0,67,22,0
13,9.75,0,58,22,1
5,1.4,0,55,21,0
4,380.28,1,66,9,1
4,318.47,0,80,8,1
12,2.67,0,47,21,0
6,14.93,1,49,16,0
2,11.52,0,62,1,1
12,920.18,1,54,22,1
12,896.61,0,35,15,1
2,9.49,0,22,0,1
11,1052.39,1,80,22,1
6,135.82,0,46,14,0
2,41.37,0,87,6,0
11,903.41,1,47,13,1
4,382.18,0,67,1,1
7,66.2,0,38,14,0
11,21.51,1,81,0,0
4,355.87,0,48,0,1
2,10.72,1,57,0,1
8,821.32,1,41,3,1
2,8.76,1,60,0,1
3,40.73,0,33,11,0
3,56.65,0,38,2,0
2,73.55,1,58,11,0
11,7.18,0,68,5,0
13,10.23,1,95,16,1
13,6.73,0,34,16,0
1,129.72,0,45,22,1
11,51.65,1,59,1,0
12,754.99,0,39,1,1
8,742.86,0,93,22,1
12,18.43,0,52,22,0
5,299.55,0,75,16,0
8,1.17,1,51,7,0
4,199.99,0,52,9,0
5,19.89,0,41,18,1
13,3.63,0,25,16,0
4,87.24,0,37,1,0
10,6.65,1,96,19,0
12,7.81,0,36,19,0
11,1028.63,1,64,23,1
8,318.36,0,30,7,0
1,20.98,0,43,18,0
10,26.51,0,42,23,0
2,9.95,1,59,1,1
5,21.47,0,34,22,1
11,1096.53,1,27,23,1
11,177.04,1,21,22,0
12,875.2,1,40,23,1
13,7.1,1,22,22,0
10,19.9,0,51,23,1
0,71.05,1,46,21,0
8,762.62,1,43,2,1
1,67.0,1,48,15,0
2,10.14,1,82,1,1
6,89.92,1,42,23,0
11,940.24,0,40,3,1
12,4.97,0,31,22,0
4,51.45,1,17,16,0
11,8.31,0,44,13,0
4,277.87,1,52,2,1
12,4.4,0,45,18,0
4,321.43,1,29,22,1
12,881.14,0,79,19,1
7,20.59,0,50,23,1
9,5.99,1,50,23,1
12,796.08,0,59,23,1
12,5.09,1,44,23,0
1,1.49,1,84,15,0
1,117.07,0,58,23,1
11,1197.66,1,35,23,1
10,22.64,0,43,21,0
4,256.61,0,54,2,1
4,183.92,0,35,7,0
3,61.97,1,37,8,0
11,988.31,1,35,23,1
5,21.8,0,60,15,0
4,293.92,1,74,1,1
4,306.8,1,63,7,1
11,909.81,0,67,23,1
9,18.67,1,46,13,0
5,39.81,1,60,18,0
4,295.23,0,61,3,1
7,24.15,0,41,12,0
2,74.64,0,28,10,0
4,278.77,1,57,23,1
0,114.04,0,66,22,0
4,357.63,0,51,0,1
0,612.5,1,54,23,1
2,9.18,0,32,0,1
13,9.72,0,48,22,1
13,1.7,1,52,19,0
10,53.62,1,25,13,0
8,2.14,1,56,4,0
